ell,mean,stdev,error
3275,1.0710739841274828,0.2975821449222018,0.02975821449222018
3325,1.1186474275379652,0.3247704259414952,0.03247704259414952
3375,1.3882171760864797,0.4446935780693933,0.04446935780693933
3425,1.4548162568528036,0.3171418799384352,0.03171418799384352
3475,1.0855046450182015,0.2414210020758591,0.02414210020758591
3525,1.0970872850363222,0.25774989949649707,0.025774989949649708
3575,1.0678404811666524,0.2508472887228102,0.02508472887228102
3625,0.9868030209138755,0.23058459288377586,0.023058459288377586
3675,1.5665213054422953,0.3519825593060892,0.03519825593060892
3725,1.0873653940982295,0.21869290546006265,0.021869290546006264
3775,0.9382608783262466,0.1759501586529478,0.01759501586529478
3825,0.9013369502677804,0.1817337652337653,0.01817337652337653
3875,1.0027831524333544,0.20409604795920763,0.020409604795920765
3925,1.3068765947916092,0.2752877005609459,0.027528770056094592
3975,1.0590665983593226,0.2184272392348969,0.02184272392348969
4025,0.9756412325347964,0.19204955835982968,0.019204955835982966
4075,0.9134947546586487,0.17607528165814137,0.017607528165814137
4125,0.8703866708209402,0.158494998433239,0.0158494998433239
4175,0.800508980475822,0.15540413692190339,0.01554041369219034
4225,1.3946596953886996,0.310243448845868,0.031024344884586802
4275,0.8799079017135217,0.14542927116712792,0.014542927116712793
4325,0.7952379138726363,0.14739164824149542,0.014739164824149543
4375,0.83632016020366,0.15808908538298477,0.01580890853829848
4425,0.8819647020686004,0.17076381693236925,0.017076381693236924
4475,1.1842626807165493,0.25249932120055857,0.025249932120055857
4525,0.8993542710405598,0.1605998293065784,0.01605998293065784
4575,0.8290396810546315,0.15129030088582499,0.015129030088582499
4625,0.7461103558835247,0.12726290826933956,0.012726290826933957
4675,0.7371512014712822,0.14036530319455512,0.014036530319455513
4725,0.7919581679160304,0.14634891411715947,0.014634891411715947
4775,1.2210790526076964,0.21570877481892575,0.021570877481892577
4825,0.7177761986680384,0.1204940273161653,0.01204940273161653
4875,0.8071313124063277,0.15111781625366486,0.015111781625366486
4925,0.7551817221273426,0.13921335952524633,0.013921335952524632
4975,0.657121989153502,0.12031662266721152,0.012031662266721152
